date,ticker,name,open,high,low,close,volume,return
2017-08-09,KOSDAQ,KOSDAQ 종합지수,649.3900146484375,650.0900268554688,642.8699951171875,642.8699951171875,849000,-0.013503748866367515
2017-08-10,KOSDAQ,KOSDAQ 종합지수,642.7999877929688,646.5599975585938,635.0599975585938,640.0399780273438,770400,-0.004402160796644239
2017-08-11,KOSDAQ,KOSDAQ 종합지수,629.8099975585938,635.2899780273438,626.0800170898438,628.3400268554688,606400,-0.01828003183166027
2017-08-14,KOSDAQ,KOSDAQ 종합지수,632.52001953125,633.989990234375,629.260009765625,629.3699951171875,548300,0.0016391893205869312
2017-08-16,KOSDAQ,KOSDAQ 종합지수,634.4400024414062,635.969970703125,634.0999755859375,634.9099731445312,607400,0.008802418403044854
2017-08-17,KOSDAQ,KOSDAQ 종합지수,638.1199951171875,642.280029296875,635.739990234375,642.1099853515625,531900,0.01134020965424698
2017-08-18,KOSDAQ,KOSDAQ 종합지수,636.9400024414062,643.8599853515625,636.4400024414062,643.5800170898438,528500,0.0022893768541480952
2017-08-21,KOSDAQ,KOSDAQ 종합지수,645.3499755859375,645.3499755859375,640.8400268554688,640.8499755859375,585900,-0.0042419612657506045
2017-08-22,KOSDAQ,KOSDAQ 종합지수,643.260009765625,644.3800048828125,642.6400146484375,644.260009765625,649800,0.0053211115075251225
2017-08-23,KOSDAQ,KOSDAQ 종합지수,647.7899780273438,647.7899780273438,643.6500244140625,643.7100219726562,559500,-0.0008536736482663843
2017-08-24,KOSDAQ,KOSDAQ 종합지수,645.0999755859375,647.989990234375,644.97998046875,647.7100219726562,500100,0.006213978132175058
2017-08-25,KOSDAQ,KOSDAQ 종합지수,649.219970703125,650.760009765625,648.4400024414062,650.27001953125,585000,0.00395238219534888
2017-08-28,KOSDAQ,KOSDAQ 종합지수,652.3699951171875,652.9400024414062,649.5399780273438,652.9199829101562,513800,0.004075173849805491
2017-08-29,KOSDAQ,KOSDAQ 종합지수,650.280029296875,654.02001953125,647.1300048828125,653.9600219726562,572900,0.0015929043216971195
2017-08-30,KOSDAQ,KOSDAQ 종합지수,656.9000244140625,657.4299926757812,654.489990234375,655.0,639500,0.0015902776812055652
2017-08-31,KOSDAQ,KOSDAQ 종합지수,657.1300048828125,658.030029296875,655.6400146484375,657.8300170898438,616000,0.004320636778387454
2017-09-01,KOSDAQ,KOSDAQ 종합지수,660.7100219726562,662.3900146484375,658.6500244140625,661.989990234375,566100,0.006323781275494822
2017-09-04,KOSDAQ,KOSDAQ 종합지수,643.989990234375,655.3900146484375,643.97998046875,650.8900146484375,590500,-0.016767588256142107
2017-09-05,KOSDAQ,KOSDAQ 종합지수,655.4000244140625,656.219970703125,645.969970703125,648.75,621100,-0.0032878283585182633
2017-09-06,KOSDAQ,KOSDAQ 종합지수,649.22998046875,653.4400024414062,649.22998046875,652.5900268554688,568500,0.005919116540221481
2017-09-07,KOSDAQ,KOSDAQ 종합지수,655.4400024414062,659.1199951171875,655.3599853515625,658.47998046875,499900,0.009025503564101589
2017-09-08,KOSDAQ,KOSDAQ 종합지수,659.8300170898438,660.6300048828125,653.3400268554688,654.2899780273438,646300,-0.006363143247610226
2017-09-11,KOSDAQ,KOSDAQ 종합지수,657.6799926757812,659.469970703125,654.9199829101562,656.530029296875,578300,0.003423636834977817
2017-09-12,KOSDAQ,KOSDAQ 종합지수,660.030029296875,660.5599975585938,658.0499877929688,660.0499877929688,652300,0.005361458484790971
2017-09-13,KOSDAQ,KOSDAQ 종합지수,662.9400024414062,662.9400024414062,658.5399780273438,659.0900268554688,672500,-0.0014543761158299917
2017-09-14,KOSDAQ,KOSDAQ 종합지수,660.1500244140625,665.469970703125,659.25,665.4099731445312,627100,0.009588896860137641
2017-09-15,KOSDAQ,KOSDAQ 종합지수,662.9000244140625,671.3099975585938,662.9000244140625,671.2999877929688,645600,0.008851707798431363
2017-09-18,KOSDAQ,KOSDAQ 종합지수,674.6599731445312,677.1400146484375,672.5800170898438,675.8699951171875,585800,0.006807697612573493
2017-09-19,KOSDAQ,KOSDAQ 종합지수,677.5700073242188,677.969970703125,670.0700073242188,674.47998046875,659300,-0.0020566302077020815
2017-09-20,KOSDAQ,KOSDAQ 종합지수,676.5999755859375,677.2899780273438,668.0499877929688,668.0499877929688,688100,-0.009533259491723567
2017-09-21,KOSDAQ,KOSDAQ 종합지수,671.3200073242188,672.5999755859375,658.6400146484375,661.1099853515625,699800,-0.01038844782309456
2017-09-25,KOSDAQ,KOSDAQ 종합지수,649.1099853515625,653.0499877929688,638.9199829101562,642.0399780273438,900600,-0.028845438348776065
2017-09-26,KOSDAQ,KOSDAQ 종합지수,638.5800170898438,645.72998046875,637.3599853515625,642.4000244140625,820400,0.0005607849963253919
2017-09-27,KOSDAQ,KOSDAQ 종합지수,645.02001953125,650.7100219726562,644.5599975585938,649.239990234375,646000,0.010647517995584277
2017-09-28,KOSDAQ,KOSDAQ 종합지수,651.9199829101562,653.3800048828125,648.0900268554688,648.0900268554688,583400,-0.0017712454503782116
2017-09-29,KOSDAQ,KOSDAQ 종합지수,650.3200073242188,653.5800170898438,648.6799926757812,652.8200073242188,692300,0.007298338614621036
2017-10-10,KOSDAQ,KOSDAQ 종합지수,658.760009765625,659.510009765625,653.9099731445312,654.5900268554688,554200,0.0027113438794637013
2017-10-11,KOSDAQ,KOSDAQ 종합지수,656.8499755859375,662.3099975585938,656.760009765625,662.3099975585938,558400,0.011793596581680887
2017-10-12,KOSDAQ,KOSDAQ 종합지수,665.1199951171875,666.739990234375,663.3699951171875,666.5399780273438,561100,0.006386707862394481
2017-10-13,KOSDAQ,KOSDAQ 종합지수,669.0,672.780029296875,659.0999755859375,663.0800170898438,616600,-0.005190927853629845
2017-10-16,KOSDAQ,KOSDAQ 종합지수,667.260009765625,668.5,652.1699829101562,659.4099731445312,554300,-0.005534843232676168
2017-10-17,KOSDAQ,KOSDAQ 종합지수,660.6099853515625,671.9500122070312,660.3300170898438,670.510009765625,700000,0.01683328592705524
2017-10-18,KOSDAQ,KOSDAQ 종합지수,677.4199829101562,679.5,667.3099975585938,668.4199829101562,713700,-0.0031170703271071742
2017-10-19,KOSDAQ,KOSDAQ 종합지수,671.219970703125,671.3900146484375,664.1900024414062,667.0999755859375,710600,-0.0019748172675384534
2017-10-20,KOSDAQ,KOSDAQ 종합지수,669.0599975585938,672.9500122070312,667.1699829101562,672.9500122070312,659100,0.008769355171922344
2017-10-23,KOSDAQ,KOSDAQ 종합지수,674.97998046875,677.6900024414062,674.6400146484375,675.8599853515625,500000,0.004324204014779065
2017-10-24,KOSDAQ,KOSDAQ 종합지수,678.5499877929688,687.4500122070312,678.3400268554688,687.2100219726562,583200,0.016793473303778672
2017-10-25,KOSDAQ,KOSDAQ 종합지수,688.8300170898438,690.2999877929688,684.8400268554688,689.1400146484375,622300,0.0028084466379596495
2017-10-26,KOSDAQ,KOSDAQ 종합지수,689.9400024414062,690.530029296875,680.6099853515625,680.6099853515625,600300,-0.012377788425515512
2017-10-27,KOSDAQ,KOSDAQ 종합지수,685.2000122070312,689.969970703125,682.9000244140625,689.969970703125,537100,0.013752347971691448
2017-10-30,KOSDAQ,KOSDAQ 종합지수,692.760009765625,693.1199951171875,688.4099731445312,689.6799926757812,470700,-0.0004202763013704258
2017-10-31,KOSDAQ,KOSDAQ 종합지수,691.0700073242188,694.22998046875,689.2899780273438,694.2000122070312,627100,0.006553792453386276
2017-11-01,KOSDAQ,KOSDAQ 종합지수,696.6500244140625,696.9299926757812,694.27001953125,695.77001953125,630600,0.0022616065926408524
2017-11-02,KOSDAQ,KOSDAQ 종합지수,698.1400146484375,698.9099731445312,691.52001953125,694.9600219726562,608900,-0.0011641742757749762
2017-11-03,KOSDAQ,KOSDAQ 종합지수,697.4299926757812,701.1300048828125,695.8800048828125,701.1300048828125,661000,0.00887818394595219
2017-11-06,KOSDAQ,KOSDAQ 종합지수,703.2000122070312,704.1599731445312,699.75,703.7899780273438,595300,0.003793837271271583
2017-11-07,KOSDAQ,KOSDAQ 종합지수,704.8300170898438,704.8300170898438,697.4400024414062,701.1400146484375,649900,-0.003765275809033075
2017-11-08,KOSDAQ,KOSDAQ 종합지수,702.6900024414062,709.1099853515625,701.52001953125,709.1099853515625,812400,0.011367159963222573
2017-11-09,KOSDAQ,KOSDAQ 종합지수,710.7100219726562,711.780029296875,705.280029296875,709.9400024414062,614800,0.0011705054321471398
2017-11-10,KOSDAQ,KOSDAQ 종합지수,709.8499755859375,720.7899780273438,709.5499877929688,720.7899780273438,599900,0.015282947218955956
2017-11-13,KOSDAQ,KOSDAQ 종합지수,724.760009765625,741.3800048828125,724.760009765625,741.3800048828125,687100,0.028565917234059546
2017-11-14,KOSDAQ,KOSDAQ 종합지수,746.8800048828125,756.4600219726562,742.7899780273438,756.4600219726562,837100,0.020340469112364756
2017-11-15,KOSDAQ,KOSDAQ 종합지수,759.5499877929688,773.0499877929688,755.0599975585938,768.030029296875,944900,0.015294935605515647
2017-11-16,KOSDAQ,KOSDAQ 종합지수,775.4600219726562,780.219970703125,759.7000122070312,780.219970703125,897400,0.015871698945690627
2017-11-17,KOSDAQ,KOSDAQ 종합지수,776.3200073242188,779.5700073242188,770.5499877929688,775.8499755859375,767800,-0.005600978289813985
2017-11-20,KOSDAQ,KOSDAQ 종합지수,776.739990234375,785.3200073242188,776.3099975585938,785.3200073242188,834800,0.012206008940232715
2017-11-21,KOSDAQ,KOSDAQ 종합지수,790.3499755859375,793.5999755859375,782.9500122070312,789.3800048828125,809300,0.0051698639035406835
2017-11-22,KOSDAQ,KOSDAQ 종합지수,793.7899780273438,796.280029296875,779.2000122070312,780.9000244140625,894400,-0.010742583313861465
2017-11-23,KOSDAQ,KOSDAQ 종합지수,778.8400268554688,796.8099975585938,773.3200073242188,796.7999877929688,756200,0.02036107424998046
2017-11-24,KOSDAQ,KOSDAQ 종합지수,797.969970703125,803.739990234375,792.739990234375,792.739990234375,751800,-0.0050953785401520735
2017-11-27,KOSDAQ,KOSDAQ 종합지수,793.8099975585938,800.0399780273438,783.8499755859375,792.7999877929688,735800,7.568377946465255e-05
2017-11-28,KOSDAQ,KOSDAQ 종합지수,797.2899780273438,797.530029296875,773.0999755859375,773.1199951171875,891400,-0.024823401840062154
2017-11-29,KOSDAQ,KOSDAQ 종합지수,776.75,783.1900024414062,770.969970703125,781.719970703125,754800,0.011123726769780351
2017-11-30,KOSDAQ,KOSDAQ 종합지수,779.8400268554688,782.4199829101562,769.7899780273438,771.4199829101562,1053600,-0.013176058152517656
2017-12-01,KOSDAQ,KOSDAQ 종합지수,779.5399780273438,788.1500244140625,776.7100219726562,787.7000122070312,883800,0.021103976637290467
2017-12-04,KOSDAQ,KOSDAQ 종합지수,788.02001953125,788.4600219726562,778.2000122070312,782.4500122070312,821400,-0.006664973871576052
2017-12-05,KOSDAQ,KOSDAQ 종합지수,782.1400146484375,783.6099853515625,773.7999877929688,774.1199951171875,860300,-0.010646069346139542
2017-12-06,KOSDAQ,KOSDAQ 종합지수,778.280029296875,783.5399780273438,765.25,768.3900146484375,970300,-0.007401928001979363
2017-12-07,KOSDAQ,KOSDAQ 종합지수,771.469970703125,773.280029296875,744.3400268554688,753.4600219726562,1470900,-0.01943022734699673
